provider_id,start_date,end_date,rotation_id,role
S0103323,2014-03-29 00:00:00,2014-04-12,5,R1
S0103323,2014-05-24 00:00:00,2014-06-25,2,R1
S0103323,2014-08-23 00:00:00,2014-09-20,27,R2
S0103323,2015-02-21 00:00:00,2015-03-07,5,R2
S0103323,2015-08-08 00:00:00,2015-08-22,5,R3
S0103323,2015-10-17 00:00:00,2015-10-31,5,R3
S0103323,2016-04-02 00:00:00,2016-04-30,27,R3
S0103461,2013-08-17 00:00:00,2013-09-14,2,R1
S0103461,2014-03-29 00:00:00,2014-04-26,22,R1
S0103461,2014-04-26 00:00:00,2014-05-24,2,R1
S0103470,2013-11-09 00:00:00,2013-12-07,2,R1
S0103470,2014-04-26 00:00:00,2014-05-24,22,R1
S0103487,2013-07-20 00:00:00,2013-08-17,2,R1
S0103487,2013-11-09 00:00:00,2013-11-23,5,R1
S0103487,2013-12-07 00:00:00,2014-01-04,2,R1
S0103487,2014-02-01 00:00:00,2014-03-01,2,R1
S0103487,2014-11-01 00:00:00,2014-11-15,5,R2
S0103487,2015-05-02 00:00:00,2015-05-30,27,R2
S0103487,2015-07-25 00:00:00,2015-08-08,5,R3
S0103487,2015-08-22 00:00:00,2015-09-19,22,R3
S0103487,2015-12-08 00:00:00,2015-12-28,27,R3
S0103487,2016-05-28 00:00:00,2016-06-11,5,R3
S0103495,2013-07-20 00:00:00,2013-08-17,22,R1
S0103495,2013-09-14 00:00:00,2013-10-12,2,R1
S0103501,2013-08-31 00:00:00,2013-09-14,5,R1
S0103501,2013-11-09 00:00:00,2013-12-07,2,R1
S0103501,2014-02-01 00:00:00,2014-02-15,5,R1
S0103501,2014-03-29 00:00:00,2014-04-26,2,R1
S0103501,2014-05-24 00:00:00,2014-06-25,22,R1
S0103506,2013-07-20 00:00:00,2013-08-17,2,R1
S0103506,2013-11-09 00:00:00,2013-12-07,2,R1
S0103506,2013-12-07 00:00:00,2013-12-21,5,R1
S0103506,2014-06-07 00:00:00,2014-06-25,5,R1
S0103506,2014-10-18 00:00:00,2014-11-15,27,R2
S0103506,2014-11-29 00:00:00,2014-12-09,5,R2
S0103506,2015-02-07 00:00:00,2015-03-07,22,R2
S0103506,2015-06-13 00:00:00,2015-07-01,5,R2
S0103506,2015-07-01 00:00:00,2015-07-11,5,R3
S0103506,2015-12-08 00:00:00,2015-12-28,27,R3
S0103506,2016-04-16 00:00:00,2016-04-30,5,R3
S0103510,2013-08-17 00:00:00,2013-09-14,2,R1
S0103510,2013-09-14 00:00:00,2013-10-12,22,R1
S0103510,2013-10-12 00:00:00,2013-11-09,2,R1
S0103510,2014-02-01 00:00:00,2014-03-01,2,R1
S0103510,2014-04-26 00:00:00,2014-05-10,5,R1
S0103514,2013-06-25 00:00:00,2013-07-20,22,R1
S0103514,2013-09-14 00:00:00,2013-10-12,2,R1
S0103514,2013-12-07 00:00:00,2014-01-04,2,R1
S0103514,2014-03-29 00:00:00,2014-04-26,2,R1
S0103514,2014-07-26 00:00:00,2014-08-23,2,R2
S0103514,2014-09-20 00:00:00,2014-10-18,27,R2
S0103514,2014-10-18 00:00:00,2014-11-15,22,R2
S0103514,2015-04-04 00:00:00,2015-04-18,5,R2
S0103514,2015-07-01 00:00:00,2015-07-25,27,R3
S0103514,2016-06-11 00:00:00,2016-06-25,5,R3
S0103527,2013-08-03 00:00:00,2013-08-17,5,R1
S0103527,2014-03-01 00:00:00,2014-03-29,2,R1
S0103527,2014-05-24 00:00:00,2014-06-25,2,R1
S0103527,2014-10-04 00:00:00,2014-10-18,5,R2
S0103527,2014-10-18 00:00:00,2014-11-15,2,R2
S0103527,2014-12-09 00:00:00,2014-12-28,22,R2
S0103527,2015-01-10 00:00:00,2015-02-07,27,R2
S0103527,2015-02-21 00:00:00,2015-03-07,5,R2
S0103527,2015-05-02 00:00:00,2015-05-30,2,R2
S0103527,2015-07-25 00:00:00,2015-08-08,5,R3
S0103527,2015-11-14 00:00:00,2015-12-08,27,R3
S0103527,2016-02-06 00:00:00,2016-02-20,5,R3
S0103527,2016-03-05 00:00:00,2016-04-02,2,R3
S0103527,2016-05-28 00:00:00,2016-06-25,22,R3
S0103538,2013-06-25 00:00:00,2013-07-20,2,R1
S0103538,2013-10-12 00:00:00,2013-11-09,2,R1
S0103538,2014-03-01 00:00:00,2014-03-15,5,R1
S0103538,2014-04-26 00:00:00,2014-05-24,2,R1
S0103538,2014-05-24 00:00:00,2014-06-25,2,R1
S0103538,2014-11-01 00:00:00,2014-11-15,5,R2
S0103538,2015-01-24 00:00:00,2015-02-07,5,R2
S0103538,2015-03-07 00:00:00,2015-04-04,27,R2
S0103538,2015-08-22 00:00:00,2015-09-05,5,R3
S0103538,2015-09-19 00:00:00,2015-10-17,2,R3
S0103538,2015-12-08 00:00:00,2015-12-28,27,R3
S0103543,2013-06-25 00:00:00,2013-07-20,2,R1
S0103543,2014-02-01 00:00:00,2014-03-01,22,R1
S0103543,2014-03-01 00:00:00,2014-03-29,2,R1
S0103543,2014-05-24 00:00:00,2014-06-25,2,R1
S0103553,2013-07-20 00:00:00,2013-08-17,2,R1
S0103553,2013-08-31 00:00:00,2013-09-14,5,R1
S0103553,2013-10-12 00:00:00,2013-11-09,2,R1
S0103553,2013-12-07 00:00:00,2014-01-04,22,R1
S0103553,2014-01-04 00:00:00,2014-01-18,5,R1
S0103553,2014-07-26 00:00:00,2014-08-23,27,R2
S0103553,2015-05-30 00:00:00,2015-06-13,5,R2
S0103553,2015-12-08 00:00:00,2015-12-28,2,R3
S0103553,2016-03-05 00:00:00,2016-04-02,27,R3
S0103569,2014-01-04 00:00:00,2014-02-01,2,R1
S0103569,2014-03-01 00:00:00,2014-03-29,2,R1
S0103569,2014-07-01 00:00:00,2014-07-12,5,R2
S0103569,2014-12-09 00:00:00,2014-12-28,2,R2
S0103569,2015-02-07 00:00:00,2015-03-07,27,R2
S0103569,2015-04-04 00:00:00,2015-05-02,22,R2
S0103569,2015-08-08 00:00:00,2015-08-22,5,R3
S0103569,2015-08-22 00:00:00,2015-09-19,2,R3
S0103569,2015-09-19 00:00:00,2015-10-17,27,R3
S0103573,2014-02-15 00:00:00,2014-03-01,5,R1
S0103573,2014-03-29 00:00:00,2014-04-26,2,R1
S0103573,2014-07-01 00:00:00,2014-07-26,2,R2
S0103573,2014-09-06 00:00:00,2014-09-20,5,R2
S0103573,2015-02-07 00:00:00,2015-03-07,27,R2
S0103573,2015-07-25 00:00:00,2015-08-22,27,R3
S0103573,2015-08-22 00:00:00,2015-09-19,2,R3
S0103573,2016-03-19 00:00:00,2016-04-02,5,R3
S0103573,2016-04-30 00:00:00,2016-05-28,2,R3
S0103577,2013-09-14 00:00:00,2013-09-28,5,R1
S0103577,2013-10-12 00:00:00,2013-11-09,22,R1
S0103577,2014-03-01 00:00:00,2014-03-15,5,R1
S0103577,2014-04-26 00:00:00,2014-05-24,2,R1
S0103586,2013-06-25 00:00:00,2013-07-20,2,R1
S0103586,2013-08-17 00:00:00,2013-09-14,22,R1
S0103586,2013-10-12 00:00:00,2013-11-09,2,R1
S0103586,2014-01-18 00:00:00,2014-02-01,5,R1
S0103586,2014-02-01 00:00:00,2014-03-01,2,R1
S0103587,2013-08-03 00:00:00,2013-08-17,5,R1
S0103587,2013-09-14 00:00:00,2013-10-12,2,R1
S0103587,2013-11-09 00:00:00,2013-11-23,5,R1
S0103587,2014-01-04 00:00:00,2014-02-01,22,R1
S0103587,2014-04-26 00:00:00,2014-05-24,2,R1
S0103587,2014-07-01 00:00:00,2014-07-26,2,R2
S0103587,2014-09-06 00:00:00,2014-09-20,5,R2
S0103587,2014-09-20 00:00:00,2014-10-18,22,R2
S0103587,2014-12-09 00:00:00,2014-12-28,2,R2
S0103587,2015-03-07 00:00:00,2015-03-21,5,R2
S0103587,2015-05-30 00:00:00,2015-07-01,27,R2
S0103587,2016-04-02 00:00:00,2016-04-30,27,R3
S0103591,2013-06-25 00:00:00,2013-07-20,22,R1
S0103591,2013-07-20 00:00:00,2013-08-17,2,R1
S0103591,2013-08-17 00:00:00,2013-08-31,5,R1
S0103591,2014-01-04 00:00:00,2014-02-01,2,R1
S0103591,2014-05-10 00:00:00,2014-05-24,5,R1
S0103591,2014-09-20 00:00:00,2014-10-18,27,R2
S0103591,2015-03-07 00:00:00,2015-04-04,2,R2
S0103591,2015-09-05 00:00:00,2015-09-19,5,R3
S0103591,2016-01-09 00:00:00,2016-02-06,27,R3
S0103591,2016-04-30 00:00:00,2016-05-28,2,R3
S0103593,2013-06-25 00:00:00,2013-07-20,2,R1
S0103593,2013-08-17 00:00:00,2013-09-14,2,R1
S0103593,2013-11-09 00:00:00,2013-12-07,22,R1
S0103593,2013-12-07 00:00:00,2014-01-04,2,R1
S0103593,2014-07-12 00:00:00,2014-07-26,5,R2
S0103593,2014-09-20 00:00:00,2014-10-04,5,R2
S0103593,2014-10-18 00:00:00,2014-11-15,27,R2
S0103593,2014-12-09 00:00:00,2014-12-28,2,R2
S0103593,2015-01-10 00:00:00,2015-01-24,5,R2
S0103593,2015-07-01 00:00:00,2015-07-25,2,R3
S0103593,2016-03-05 00:00:00,2016-04-02,27,R3
S0103593,2016-04-02 00:00:00,2016-04-16,5,R3
S0103603,2013-09-28 00:00:00,2013-10-12,5,R1
S0103603,2013-12-07 00:00:00,2014-01-04,2,R1
S0103603,2014-02-01 00:00:00,2014-03-01,2,R1
S0103603,2014-03-29 00:00:00,2014-04-12,5,R1
S0103603,2014-08-23 00:00:00,2014-09-06,5,R2
S0103603,2014-11-01 00:00:00,2014-11-15,5,R2
S0103603,2014-12-09 00:00:00,2014-12-28,2,R2
S0103603,2015-04-04 00:00:00,2015-05-02,27,R2
S0103603,2015-09-19 00:00:00,2015-10-17,2,R3
S0103603,2016-05-28 00:00:00,2016-06-25,27,R3
S0103607,2013-06-25 00:00:00,2013-07-20,2,R1
S0103607,2013-10-12 00:00:00,2013-11-09,22,R1
S0103607,2013-11-09 00:00:00,2013-12-07,2,R1
S0103607,2014-01-04 00:00:00,2014-02-01,2,R1
S0103607,2014-06-07 00:00:00,2014-06-25,5,R1
S0103607,2014-07-26 00:00:00,2014-08-09,5,R2
S0103607,2014-09-20 00:00:00,2014-10-18,27,R2
S0103607,2014-11-15 00:00:00,2014-12-09,2,R2
S0103607,2014-12-28 00:00:00,2015-01-10,2,R2
S0103607,2015-12-08 00:00:00,2015-12-28,27,R3
S0103614,2013-09-28 00:00:00,2013-10-12,5,R1
S0103614,2013-11-09 00:00:00,2013-12-07,2,R1
S0103614,2013-12-07 00:00:00,2013-12-21,5,R1
S0103614,2014-01-04 00:00:00,2014-02-01,2,R1
S0103614,2014-04-26 00:00:00,2014-05-24,2,R1
S0103614,2014-07-01 00:00:00,2014-07-26,27,R2
S0103614,2014-08-23 00:00:00,2014-09-20,22,R2
S0103614,2015-02-21 00:00:00,2015-03-07,5,R2
S0103614,2015-05-02 00:00:00,2015-05-16,5,R2
S0103614,2015-07-01 00:00:00,2015-07-25,27,R3
S0103614,2015-12-28 00:00:00,2016-01-09,2,R3
S0103620,2013-06-25 00:00:00,2013-07-06,5,R1
S0103620,2013-10-26 00:00:00,2013-11-09,5,R1
S0103620,2013-11-09 00:00:00,2013-12-07,2,R1
S0103620,2014-01-04 00:00:00,2014-02-01,2,R1
S0103620,2014-07-01 00:00:00,2014-07-26,27,R2
S0103620,2014-12-09 00:00:00,2014-12-28,5,R2
S0103620,2015-05-30 00:00:00,2015-07-01,22,R2
S0103620,2015-12-28 00:00:00,2016-01-09,5,R3
S0103629,2013-09-14 00:00:00,2013-10-12,2,R1
S0103629,2013-12-07 00:00:00,2014-01-04,2,R1
S0103629,2014-04-26 00:00:00,2014-05-24,22,R1
S0103644,2013-06-25 00:00:00,2013-07-20,2,R1
S0103644,2013-08-17 00:00:00,2013-08-31,5,R1
S0103644,2013-10-12 00:00:00,2013-11-09,2,R1
S0103644,2014-03-01 00:00:00,2014-03-29,2,R1
S0103644,2014-05-24 00:00:00,2014-06-07,5,R1
S0103644,2014-09-20 00:00:00,2014-10-18,2,R2
S0103644,2014-11-15 00:00:00,2014-12-09,5,R2
S0103644,2015-02-07 00:00:00,2015-03-07,27,R2
S0103644,2015-04-18 00:00:00,2015-05-02,5,R2
S0103644,2015-07-01 00:00:00,2015-07-25,22,R3
S0103644,2015-08-22 00:00:00,2015-09-05,5,R3
S0103644,2016-02-06 00:00:00,2016-03-05,27,R3
S0103644,2016-05-14 00:00:00,2016-05-28,5,R3
S0103644,2016-05-28 00:00:00,2016-06-25,2,R3
S0103648,2013-07-06 00:00:00,2013-07-20,5,R1
S0103648,2013-09-14 00:00:00,2013-10-12,2,R1
S0103648,2014-02-01 00:00:00,2014-03-01,2,R1
S0103648,2014-03-29 00:00:00,2014-04-26,2,R1
S0103648,2014-05-24 00:00:00,2014-06-07,5,R1
S0103648,2014-08-09 00:00:00,2014-08-23,5,R2
S0103648,2014-12-09 00:00:00,2014-12-28,27,R2
S0103648,2015-02-07 00:00:00,2015-03-07,2,R2
S0103648,2015-05-16 00:00:00,2015-05-30,5,R2
S0103648,2015-05-30 00:00:00,2015-07-01,2,R2
S0103648,2015-12-28 00:00:00,2016-01-09,27,R3
S0103648,2016-05-28 00:00:00,2016-06-11,5,R3
S0103653,2013-08-17 00:00:00,2013-09-14,2,R1
S0103653,2013-11-09 00:00:00,2013-12-07,22,R1
S0103653,2014-02-01 00:00:00,2014-03-01,2,R1
S0103653,2014-03-29 00:00:00,2014-04-26,2,R1
S0103653,2014-09-20 00:00:00,2014-10-18,2,R2
S0103653,2015-04-18 00:00:00,2015-05-02,5,R2
S0103653,2015-05-02 00:00:00,2015-05-30,27,R2
S0103653,2015-06-13 00:00:00,2015-07-01,5,R2
S0103653,2015-07-25 00:00:00,2015-08-22,2,R3
S0103653,2016-04-30 00:00:00,2016-05-28,27,R3
S0103655,2013-06-25 00:00:00,2013-07-06,5,R1
S0103655,2013-11-09 00:00:00,2013-12-07,2,R1
S0103655,2013-12-07 00:00:00,2014-01-04,22,R1
S0103655,2014-01-04 00:00:00,2014-01-18,5,R1
S0103655,2014-03-29 00:00:00,2014-04-26,2,R1
S0103655,2014-09-20 00:00:00,2014-10-04,5,R2
S0103655,2014-12-09 00:00:00,2014-12-28,27,R2
S0103655,2015-01-10 00:00:00,2015-02-07,2,R2
S0103655,2015-03-07 00:00:00,2015-03-21,5,R2
S0103655,2015-04-04 00:00:00,2015-05-02,2,R2
S0103655,2015-06-13 00:00:00,2015-07-01,5,R2
S0103655,2015-10-17 00:00:00,2015-10-31,5,R3
S0103655,2015-12-08 00:00:00,2015-12-28,27,R3
S0103656,2013-07-20 00:00:00,2013-08-03,5,R1
S0103656,2013-10-12 00:00:00,2013-11-09,2,R1
S0103656,2013-11-23 00:00:00,2013-12-07,5,R1
S0103656,2014-01-04 00:00:00,2014-02-01,22,R1
S0103658,2013-08-17 00:00:00,2013-09-14,2,R1
S0103658,2014-03-29 00:00:00,2014-04-26,22,R1
S0103658,2014-05-24 00:00:00,2014-06-25,2,R1
S0103658,2014-08-23 00:00:00,2014-09-06,5,R2
S0103658,2015-03-07 00:00:00,2015-04-04,2,R2
S0103658,2015-04-04 00:00:00,2015-05-02,27,R2
S0103658,2015-07-25 00:00:00,2015-08-22,27,R3
S0103658,2015-08-22 00:00:00,2015-09-05,5,R3
S0103658,2016-02-20 00:00:00,2016-03-05,5,R3
S0103662,2013-07-20 00:00:00,2013-08-17,2,R1
S0103662,2013-12-07 00:00:00,2014-01-04,2,R1
S0103662,2014-03-15 00:00:00,2014-03-29,5,R1
S0103662,2014-05-24 00:00:00,2014-06-25,22,R1
S0103662,2014-07-12 00:00:00,2014-07-26,5,R2
S0103662,2015-05-30 00:00:00,2015-07-01,27,R2
S0103662,2015-07-25 00:00:00,2015-08-22,27,R3
S0103662,2016-04-30 00:00:00,2016-05-28,2,R3
S0103662,2016-06-11 00:00:00,2016-06-25,5,R3
S0103694,2013-07-20 00:00:00,2013-08-17,2,R1
S0103694,2014-02-01 00:00:00,2014-03-01,2,R1
S0103694,2014-03-15 00:00:00,2014-03-29,5,R1
S0103694,2014-07-26 00:00:00,2014-08-09,5,R2
S0103694,2014-10-18 00:00:00,2014-11-15,2,R2
S0103694,2014-12-28 00:00:00,2015-01-10,27,R2
S0103694,2015-03-21 00:00:00,2015-04-04,5,R2
S0103694,2015-05-02 00:00:00,2015-05-16,5,R2
S0103694,2015-07-25 00:00:00,2015-08-22,2,R3
S0103694,2016-01-23 00:00:00,2016-02-06,5,R3
S0103694,2016-04-16 00:00:00,2016-04-30,5,R3
S0103694,2016-04-30 00:00:00,2016-05-28,27,R3
S0104644,2016-11-12 00:00:00,2016-12-10,2,R1
S0104644,2017-01-28 00:00:00,2017-02-25,2,R1
S0104644,2017-03-25 00:00:00,2017-04-08,5,R1
S0104644,2017-04-22 00:00:00,2017-05-20,2,R1
S0104669,2015-06-25 00:00:00,2015-07-18,2,R1
S0104669,2015-08-01 00:00:00,2015-08-15,5,R1
S0104669,2015-08-15 00:00:00,2015-09-12,22,R1
S0104669,2015-09-12 00:00:00,2015-09-26,5,R1
S0104669,2016-01-30 00:00:00,2016-02-27,2,R1
S0105685,2013-08-17 00:00:00,2013-09-14,2,R1
S0105685,2014-01-04 00:00:00,2014-02-01,2,R1
S0105685,2014-04-12 00:00:00,2014-04-26,5,R1
S0105685,2014-07-26 00:00:00,2014-08-09,5,R2
S0105685,2014-08-23 00:00:00,2014-09-20,2,R2
S0105685,2014-12-09 00:00:00,2014-12-28,27,R2
S0106952,2014-09-13 00:00:00,2014-10-11,2,R1
S0106952,2014-12-06 00:00:00,2014-12-20,5,R1
S0106952,2015-01-03 00:00:00,2015-01-31,2,R1
S0106952,2015-03-28 00:00:00,2015-04-25,2,R1
S0106952,2015-07-11 00:00:00,2015-07-25,5,R2
S0106952,2015-09-19 00:00:00,2015-10-17,2,R2
S0106952,2015-10-17 00:00:00,2015-11-14,27,R2
S0106952,2016-06-11 00:00:00,2016-06-25,5,R2
S0106952,2016-07-16 00:00:00,2016-07-30,5,R3
S0106952,2016-09-10 00:00:00,2016-10-08,22,R3
S0106952,2016-12-28 00:00:00,2017-01-07,27,R3
S0106952,2017-03-04 00:00:00,2017-04-01,2,R3
S0107887,2012-07-28 00:00:00,2012-08-11,5,R2
S0107887,2012-10-06 00:00:00,2012-10-20,5,R2
S0107887,2012-10-20 00:00:00,2012-11-17,27,R2
S0107887,2013-01-12 00:00:00,2013-02-09,2,R2
S0107887,2013-04-06 00:00:00,2013-05-04,22,R2
S0107887,2013-05-04 00:00:00,2013-06-01,2,R2
S0107887,2013-06-01 00:00:00,2013-07-01,2,R2
S0107887,2013-12-28 00:00:00,2014-01-11,27,R3
S0107887,2014-02-08 00:00:00,2014-03-08,2,R3
S0107887,2014-03-08 00:00:00,2014-03-22,5,R3
S0108268,2014-06-25 00:00:00,2014-07-19,2,R1
S0108268,2014-08-16 00:00:00,2014-08-30,5,R1
S0108268,2014-09-13 00:00:00,2014-10-11,2,R1
S0108268,2014-12-06 00:00:00,2015-01-03,2,R1
S0108268,2015-11-14 00:00:00,2015-12-08,5,R2
S0108268,2016-01-09 00:00:00,2016-02-06,27,R2
S0108268,2016-04-30 00:00:00,2016-05-14,5,R2
S0108268,2016-07-16 00:00:00,2016-08-13,27,R3
S0108268,2016-12-28 00:00:00,2017-01-07,22,R3
S0108268,2017-01-07 00:00:00,2017-01-21,5,R3
S0108268,2017-02-04 00:00:00,2017-03-04,2,R3
S0108287,2014-07-19 00:00:00,2014-08-16,2,R1
S0108287,2015-01-31 00:00:00,2015-02-28,2,R1
S0108287,2015-02-28 00:00:00,2015-03-28,22,R1
S0108287,2015-06-06 00:00:00,2015-06-25,5,R1
S0108287,2015-12-28 00:00:00,2016-01-09,27,R2
S0108287,2016-01-23 00:00:00,2016-02-06,5,R2
S0108287,2016-04-30 00:00:00,2016-05-28,2,R2
S0108287,2016-10-08 00:00:00,2016-10-22,5,R3
S0108287,2016-11-05 00:00:00,2016-12-03,27,R3
S0108287,2017-04-01 00:00:00,2017-04-15,5,R3
S0109179,2014-07-19 00:00:00,2014-08-02,5,R1
S0109179,2014-08-16 00:00:00,2014-09-13,2,R1
S0109179,2014-12-06 00:00:00,2015-01-03,2,R1
S0109179,2015-01-03 00:00:00,2015-01-31,22,R1
S0109179,2015-07-11 00:00:00,2015-07-25,5,R2
S0109179,2015-10-17 00:00:00,2015-11-14,22,R2
S0109179,2016-01-09 00:00:00,2016-02-06,2,R2
S0109179,2016-02-06 00:00:00,2016-03-05,27,R2
S0109179,2016-05-14 00:00:00,2016-05-28,5,R2
S0109179,2016-07-16 00:00:00,2016-08-13,2,R3
S0109179,2017-01-07 00:00:00,2017-01-21,5,R3
S0163410,2017-01-07 00:00:00,2017-02-04,22,R3
S0163410,2017-04-01 00:00:00,2017-04-15,5,R3
S0163425,2014-08-02 00:00:00,2014-08-16,5,R1
S0163425,2014-09-13 00:00:00,2014-10-11,2,R1
S0163425,2015-01-31 00:00:00,2015-02-14,5,R1
S0163425,2015-02-28 00:00:00,2015-03-28,2,R1
S0163425,2015-05-23 00:00:00,2015-06-25,2,R1
S0163425,2015-08-22 00:00:00,2015-09-19,27,R2
S0163425,2015-10-17 00:00:00,2015-10-31,5,R2
S0163425,2015-12-08 00:00:00,2015-12-28,5,R2
S0163425,2016-12-03 00:00:00,2016-12-28,2,R3
S0163425,2017-04-01 00:00:00,2017-04-29,22,R3
S0163425,2017-04-29 00:00:00,2017-05-13,5,R3
S0163662,2014-08-16 00:00:00,2014-09-13,2,R1
S0163662,2015-01-31 00:00:00,2015-02-28,22,R1
S0163662,2015-02-28 00:00:00,2015-03-28,2,R1
S0163662,2015-05-23 00:00:00,2015-06-25,2,R1
S0163662,2015-08-08 00:00:00,2015-08-22,5,R2
S0163662,2015-12-28 00:00:00,2016-01-09,2,R2
S0163662,2016-04-30 00:00:00,2016-05-28,27,R2
S0163662,2016-07-30 00:00:00,2016-08-13,5,R3
S0163662,2016-12-03 00:00:00,2016-12-15,5,R3
S0163662,2017-04-29 00:00:00,2017-05-27,27,R3
S0164907,2014-07-19 00:00:00,2014-08-16,22,R1
S0164907,2014-08-30 00:00:00,2014-09-13,5,R1
S0164907,2015-02-28 00:00:00,2015-03-28,2,R1
S0169283,2014-06-25 00:00:00,2014-07-19,2,R1
S0169283,2014-10-11 00:00:00,2014-11-08,22,R1
S0169283,2015-01-31 00:00:00,2015-02-28,2,R1
S0169284,2015-01-17 00:00:00,2015-01-31,5,R1
S0169284,2015-01-31 00:00:00,2015-02-28,2,R1
S0169284,2015-03-28 00:00:00,2015-04-25,22,R1
S0169284,2015-05-23 00:00:00,2015-06-25,2,R1
S0169284,2016-10-08 00:00:00,2016-11-05,2,R3
S0169284,2016-12-28 00:00:00,2017-01-07,5,R3
S0169285,2014-07-19 00:00:00,2014-08-16,22,R1
S0169285,2014-10-25 00:00:00,2014-11-08,5,R1
S0169285,2014-11-08 00:00:00,2014-12-06,2,R1
S0169285,2015-01-03 00:00:00,2015-01-17,5,R1
S0169286,2014-08-16 00:00:00,2014-08-30,5,R1
S0169286,2014-11-08 00:00:00,2014-12-06,22,R1
S0169286,2015-01-03 00:00:00,2015-01-31,2,R1
S0169286,2015-03-28 00:00:00,2015-04-25,2,R1
S0169287,2014-07-19 00:00:00,2014-08-02,5,R1
S0169287,2014-10-11 00:00:00,2014-11-08,2,R1
S0169287,2015-01-31 00:00:00,2015-02-28,22,R1
S0169287,2015-03-28 00:00:00,2015-04-11,5,R1
S0169288,2014-10-11 00:00:00,2014-11-08,22,R1
S0169288,2014-11-08 00:00:00,2014-12-06,2,R1
S0169288,2015-01-31 00:00:00,2015-02-28,2,R1
S0169288,2015-03-14 00:00:00,2015-03-28,5,R1
S0169289,2014-08-16 00:00:00,2014-09-13,2,R1
S0169289,2014-09-27 00:00:00,2014-10-11,5,R1
S0169289,2014-11-08 00:00:00,2014-12-06,2,R1
S0169289,2014-12-20 00:00:00,2015-01-03,5,R1
S0169289,2015-03-28 00:00:00,2015-04-25,2,R1
S0169289,2015-04-25 00:00:00,2015-05-23,22,R1
S0169380,2014-09-27 00:00:00,2014-10-11,5,R1
S0169380,2014-10-11 00:00:00,2014-11-08,2,R1
S0169380,2014-12-06 00:00:00,2015-01-03,22,R1
S0169380,2015-01-31 00:00:00,2015-02-28,2,R1
S0169380,2015-05-09 00:00:00,2015-05-23,5,R1
S0169381,2014-08-02 00:00:00,2014-08-16,5,R1
S0169381,2014-08-16 00:00:00,2014-09-13,2,R1
S0169381,2014-10-11 00:00:00,2014-11-08,2,R1
S0169381,2015-01-17 00:00:00,2015-01-31,5,R1
S0169381,2015-10-31 00:00:00,2015-11-14,5,R2
S0169381,2016-01-09 00:00:00,2016-02-06,27,R2
S0169381,2016-03-05 00:00:00,2016-03-19,5,R2
S0169381,2016-04-02 00:00:00,2016-04-30,2,R2
S0169381,2016-07-16 00:00:00,2016-07-30,5,R3
S0169381,2016-12-03 00:00:00,2016-12-28,22,R3
S0169381,2017-01-21 00:00:00,2017-02-04,5,R3
S0169381,2017-04-29 00:00:00,2017-05-27,2,R3
S0169381,2017-05-27 00:00:00,2017-06-10,5,R3
S0169382,2014-06-25 00:00:00,2014-07-19,2,R1
S0169382,2014-11-08 00:00:00,2014-12-06,2,R1
S0169382,2015-04-25 00:00:00,2015-05-09,5,R1
S0169383,2015-01-03 00:00:00,2015-01-31,2,R1
S0169383,2015-02-28 00:00:00,2015-03-28,22,R1
S0169383,2015-04-25 00:00:00,2015-05-23,2,R1
S0169383,2015-07-01 00:00:00,2015-07-11,5,R2
S0169383,2015-10-17 00:00:00,2015-11-14,27,R2
S0169383,2016-06-25 00:00:00,2016-07-16,2,R3
S0169383,2016-12-03 00:00:00,2016-12-15,5,R3
S0169383,2017-05-13 00:00:00,2017-05-27,5,R3
S0169384,2014-07-19 00:00:00,2014-08-16,2,R1
S0169384,2014-09-13 00:00:00,2014-10-11,22,R1
S0169384,2015-01-31 00:00:00,2015-02-28,2,R1
S0169384,2015-04-11 00:00:00,2015-04-25,5,R1
S0169384,2015-08-22 00:00:00,2015-09-19,27,R2
S0169384,2015-10-03 00:00:00,2015-10-17,5,R2
S0169384,2016-01-09 00:00:00,2016-01-23,5,R2
S0169384,2016-05-28 00:00:00,2016-06-25,2,R2
S0169384,2016-06-25 00:00:00,2016-07-16,2,R3
S0169384,2016-10-22 00:00:00,2016-11-05,5,R3
S0169384,2017-01-07 00:00:00,2017-02-04,2,R3
S0169384,2017-03-18 00:00:00,2017-04-01,5,R3
S0169385,2014-10-11 00:00:00,2014-11-08,2,R1
S0169385,2015-04-25 00:00:00,2015-05-23,2,R1
S0169385,2015-09-05 00:00:00,2015-09-19,5,R2
S0169385,2015-12-08 00:00:00,2015-12-28,2,R2
S0169385,2016-01-09 00:00:00,2016-02-06,27,R2
S0169385,2016-02-20 00:00:00,2016-03-05,5,R2
S0169385,2016-08-13 00:00:00,2016-08-27,5,R3
S0169385,2016-11-05 00:00:00,2016-12-03,22,R3
S0169385,2016-12-03 00:00:00,2016-12-15,5,R3
S0169385,2017-04-15 00:00:00,2017-04-29,5,R3
S0169386,2014-06-25 00:00:00,2014-07-19,2,R1
S0169386,2014-12-06 00:00:00,2015-01-03,2,R1
S0169386,2015-03-14 00:00:00,2015-03-28,5,R1
S0169386,2015-10-03 00:00:00,2015-10-17,5,R2
S0169386,2016-02-20 00:00:00,2016-03-05,5,R2
S0169386,2016-04-02 00:00:00,2016-04-16,5,R2
S0169386,2016-06-25 00:00:00,2016-07-16,27,R3
S0169386,2016-11-19 00:00:00,2016-12-03,5,R3
S0169386,2017-03-04 00:00:00,2017-04-01,22,R3
